event_id,threat_type,severity,risk_score,current_status,predicted_next_status
4880,SQL Injection,High,100,Exploitable,Exploitable
4881,XSS,Low,1,Exploitable,Exploitable
4882,IDOR,Medium,18,Verified,Exploitable
4883,XSS,Medium,62,Exploitable,Verified
4884,RCE,Medium,28,Verified,Exploitable
4885,IDOR,Low,79,Verified,Exploitable
4886,IDOR,Medium,95,Fixed,Fixed
4887,Open Redirect,Critical,71,Discovered,Verified
4888,SQL Injection,Medium,59,Fixed,Fixed
4889,IDOR,High,14,Fixed,Fixed
4890,IDOR,Low,73,Fixed,Fixed
4891,RCE,Critical,59,Discovered,Verified
4892,Misconfiguration,Low,66,Exploitable,Fixed
4893,Path Traversal,Critical,35,Verified,Fixed
4894,IDOR,Medium,51,Discovered,Verified
4895,XSS,Critical,76,Exploitable,Fixed
4896,IDOR,High,77,Verified,Exploitable
4897,XSS,High,31,Fixed,Fixed
4898,Misconfiguration,Critical,8,Fixed,Fixed
4899,SQL Injection,Critical,61,Verified,Exploitable
4900,RCE,Medium,4,Discovered,Exploitable
4901,Open Redirect,Medium,78,Exploitable,Exploitable
4902,CSRF,High,84,Exploitable,Fixed
4903,RCE,Low,74,Exploitable,Fixed
4904,Path Traversal,Critical,92,Verified,Verified
4905,Path Traversal,High,30,Verified,Exploitable
4906,IDOR,Medium,46,Fixed,Fixed
4907,RCE,Critical,50,Fixed,Fixed
4908,IDOR,Critical,7,Exploitable,Exploitable
4909,SQL Injection,Low,30,Verified,Exploitable
4910,RCE,Low,18,Exploitable,Exploitable
4911,CSRF,Critical,33,Verified,Exploitable
4912,Path Traversal,Medium,22,Fixed,Fixed
4913,SQL Injection,Medium,70,Verified,Verified
4914,IDOR,Critical,79,Verified,Exploitable
4915,RCE,High,19,Verified,Verified
4916,Misconfiguration,High,52,Discovered,Verified
4917,Open Redirect,Low,16,Fixed,Verified
4918,Misconfiguration,Critical,15,Verified,Exploitable
4919,IDOR,Low,43,Fixed,Fixed
4920,IDOR,Low,95,Verified,Exploitable
4921,Path Traversal,Low,27,Discovered,Fixed
4922,Misconfiguration,Low,75,Exploitable,Exploitable
4923,Misconfiguration,Medium,85,Exploitable,Fixed
4924,IDOR,Critical,63,Fixed,Fixed
4925,IDOR,High,5,Exploitable,Exploitable
4926,Path Traversal,High,72,Exploitable,Fixed
4927,RCE,Critical,1,Verified,Exploitable
4928,Path Traversal,Medium,83,Verified,Exploitable
4929,IDOR,Medium,70,Fixed,Fixed
4930,XSS,Low,62,Verified,Exploitable
4931,Path Traversal,Critical,84,Verified,Exploitable
4932,CSRF,Critical,70,Exploitable,Fixed
4933,IDOR,Low,60,Verified,Exploitable
4934,Path Traversal,Medium,98,Fixed,Fixed
4935,Misconfiguration,Low,32,Fixed,Fixed
4936,RCE,Low,62,Exploitable,Exploitable
4937,Misconfiguration,Low,68,Discovered,Verified
4938,Path Traversal,High,3,Verified,Exploitable
4939,SQL Injection,Critical,83,Fixed,Fixed
4940,SQL Injection,High,61,Discovered,Verified
4941,Path Traversal,Low,33,Discovered,Verified
4942,IDOR,High,86,Exploitable,Discovered
4943,XSS,High,98,Discovered,Exploitable
4944,Open Redirect,High,14,Fixed,Fixed
4945,XSS,Critical,70,Exploitable,Fixed
4946,Path Traversal,Low,18,Verified,Exploitable
4947,XSS,High,40,Fixed,Fixed
4948,Misconfiguration,Medium,49,Fixed,Fixed
4949,Open Redirect,Low,11,Discovered,Verified
4950,CSRF,High,6,Verified,Exploitable
4951,Open Redirect,Medium,31,Verified,Exploitable
4952,RCE,Medium,94,Fixed,Fixed
4953,Open Redirect,High,76,Discovered,Verified
4954,Misconfiguration,Critical,92,Fixed,Fixed
4955,SQL Injection,High,42,Exploitable,Fixed
4956,Path Traversal,Medium,100,Verified,Verified
4957,IDOR,Critical,49,Fixed,Fixed
4958,Open Redirect,High,81,Discovered,Verified
4959,XSS,High,55,Verified,Discovered
4960,Open Redirect,High,76,Discovered,Verified
4961,XSS,Low,100,Fixed,Verified
4962,Path Traversal,Low,16,Exploitable,Discovered
4963,CSRF,Medium,20,Exploitable,Fixed
4964,Misconfiguration,High,96,Verified,Exploitable
4965,Misconfiguration,Medium,19,Exploitable,Exploitable
4966,Open Redirect,Critical,65,Discovered,Verified
4967,Path Traversal,Low,16,Discovered,Exploitable
4968,IDOR,Low,89,Fixed,Fixed
4969,CSRF,High,60,Fixed,Verified
4970,XSS,Critical,16,Exploitable,Fixed
4971,SQL Injection,Medium,14,Exploitable,Fixed
4972,XSS,Low,72,Verified,Exploitable
4973,CSRF,Critical,93,Verified,Exploitable
4974,Path Traversal,High,29,Discovered,Verified
4975,XSS,Medium,54,Fixed,Fixed
4976,Path Traversal,Medium,9,Exploitable,Fixed
4977,XSS,Medium,57,Exploitable,Fixed
4978,RCE,Low,54,Verified,Exploitable
4979,Misconfiguration,Medium,58,Discovered,Verified
4980,XSS,Critical,67,Fixed,Fixed
4981,Open Redirect,High,5,Verified,Exploitable
4982,CSRF,High,12,Verified,Verified
4983,SQL Injection,Critical,1,Fixed,Fixed
4984,CSRF,Critical,43,Exploitable,Fixed
4985,Misconfiguration,Critical,38,Verified,Exploitable
4986,RCE,Critical,64,Discovered,Verified
4987,Path Traversal,Low,61,Fixed,Fixed
4988,CSRF,Critical,99,Verified,Exploitable
4989,Path Traversal,Critical,42,Discovered,Verified
4990,IDOR,Critical,92,Exploitable,Exploitable
4991,Open Redirect,High,21,Verified,Exploitable
4992,Open Redirect,Medium,5,Discovered,Verified
4993,SQL Injection,Critical,14,Exploitable,Fixed
4994,SQL Injection,High,93,Verified,Exploitable
4995,Misconfiguration,Low,46,Discovered,Verified
4996,Misconfiguration,Medium,73,Fixed,Fixed
4997,IDOR,Critical,21,Fixed,Fixed
4998,Misconfiguration,High,8,Exploitable,Exploitable
4999,Open Redirect,Low,41,Exploitable,Fixed
5000,Open Redirect,Low,85,Verified,Verified
5001,SQL Injection,Critical,52,Discovered,Verified
5002,XSS,Medium,7,Discovered,Verified
5003,Open Redirect,High,80,Exploitable,Verified
5004,XSS,Critical,97,Exploitable,Exploitable
5005,IDOR,Critical,82,Verified,Exploitable
5006,CSRF,Critical,66,Exploitable,Fixed
5007,CSRF,High,23,Discovered,Exploitable
5008,Open Redirect,Low,81,Verified,Exploitable
5009,CSRF,Critical,37,Fixed,Fixed
5010,IDOR,Low,98,Verified,Verified
5011,CSRF,High,0,Discovered,Verified
5012,RCE,High,49,Discovered,Verified
5013,Misconfiguration,High,11,Exploitable,Fixed
5014,Path Traversal,High,95,Exploitable,Exploitable
5015,XSS,Medium,97,Discovered,Verified
5016,SQL Injection,Medium,58,Discovered,Verified
5017,IDOR,Low,55,Discovered,Verified
5018,XSS,Medium,28,Exploitable,Exploitable
5019,XSS,Medium,15,Fixed,Fixed
5020,Misconfiguration,Critical,79,Verified,Fixed
5021,IDOR,Low,33,Exploitable,Fixed
5022,CSRF,Medium,29,Fixed,Fixed
5023,SQL Injection,High,91,Exploitable,Exploitable
5024,SQL Injection,Medium,91,Discovered,Exploitable
5025,Misconfiguration,High,57,Verified,Exploitable
5026,SQL Injection,Critical,59,Discovered,Verified
5027,Path Traversal,Low,95,Verified,Fixed
5028,XSS,Critical,9,Discovered,Verified
5029,Open Redirect,Medium,4,Discovered,Verified
5030,RCE,High,80,Exploitable,Exploitable
5031,SQL Injection,Low,81,Fixed,Fixed
5032,SQL Injection,Medium,64,Fixed,Fixed
5033,XSS,High,29,Fixed,Fixed
5034,Open Redirect,Critical,79,Fixed,Fixed
5035,Path Traversal,High,66,Exploitable,Fixed
5036,Misconfiguration,Low,11,Fixed,Verified
5037,Misconfiguration,Low,56,Verified,Exploitable
5038,Open Redirect,Low,73,Discovered,Verified
5039,RCE,Low,10,Discovered,Exploitable
5040,Misconfiguration,High,71,Fixed,Fixed
5041,IDOR,Critical,89,Fixed,Fixed
5042,CSRF,High,79,Fixed,Fixed
5043,IDOR,High,84,Exploitable,Fixed
5044,Misconfiguration,Low,33,Discovered,Verified
5045,XSS,Medium,20,Discovered,Verified
5046,Misconfiguration,Medium,77,Discovered,Verified
5047,Path Traversal,High,60,Verified,Exploitable
5048,SQL Injection,Low,45,Verified,Exploitable
5049,SQL Injection,Low,53,Verified,Exploitable
5050,Misconfiguration,Medium,68,Fixed,Fixed
5051,IDOR,High,7,Discovered,Discovered
5052,Open Redirect,Critical,56,Fixed,Fixed
5053,Misconfiguration,Critical,52,Fixed,Fixed
5054,SQL Injection,Low,13,Verified,Fixed
5055,Misconfiguration,Low,62,Discovered,Verified
5056,Misconfiguration,Medium,49,Discovered,Verified
5057,XSS,Medium,56,Discovered,Verified
5058,SQL Injection,Low,90,Exploitable,Fixed
5059,SQL Injection,Critical,23,Discovered,Verified
5060,Path Traversal,High,85,Discovered,Verified
5061,Path Traversal,Low,52,Fixed,Fixed
5062,XSS,High,47,Fixed,Fixed
5063,Misconfiguration,Critical,73,Fixed,Fixed
5064,RCE,High,11,Verified,Exploitable
5065,SQL Injection,Medium,82,Fixed,Fixed
5066,SQL Injection,Critical,48,Exploitable,Exploitable
5067,IDOR,Low,41,Verified,Exploitable
5068,XSS,High,59,Discovered,Discovered
5069,IDOR,Medium,98,Verified,Verified
5070,RCE,Low,42,Fixed,Fixed
5071,Path Traversal,Low,54,Exploitable,Verified
5072,XSS,Low,95,Discovered,Verified
5073,CSRF,Low,47,Exploitable,Exploitable
5074,IDOR,High,23,Exploitable,Fixed
5075,CSRF,Low,60,Discovered,Exploitable
5076,CSRF,Medium,68,Verified,Exploitable
5077,Path Traversal,Low,11,Exploitable,Discovered
5078,RCE,High,56,Discovered,Verified
5079,XSS,Medium,68,Exploitable,Verified
5080,Path Traversal,Low,74,Fixed,Fixed
5081,SQL Injection,Medium,16,Verified,Exploitable
5082,CSRF,Low,60,Discovered,Verified
5083,CSRF,Critical,49,Verified,Exploitable
5084,SQL Injection,Medium,76,Fixed,Fixed
5085,Path Traversal,Critical,42,Discovered,Verified
5086,IDOR,Critical,38,Exploitable,Exploitable
5087,IDOR,High,85,Exploitable,Exploitable
5088,Misconfiguration,High,25,Verified,Exploitable
5089,IDOR,Low,18,Exploitable,Fixed
5090,Open Redirect,Medium,55,Exploitable,Fixed
5091,SQL Injection,High,33,Discovered,Verified
5092,Path Traversal,Critical,0,Fixed,Fixed
5093,Misconfiguration,High,66,Discovered,Verified
5094,XSS,High,40,Verified,Verified
5095,SQL Injection,Critical,74,Fixed,Fixed
5096,RCE,Critical,97,Exploitable,Exploitable
5097,SQL Injection,Low,97,Exploitable,Fixed
5098,RCE,Low,93,Exploitable,Fixed
5099,CSRF,High,84,Verified,Verified
5100,XSS,Critical,23,Verified,Exploitable
5101,Misconfiguration,Critical,75,Discovered,Exploitable
5102,XSS,Critical,31,Fixed,Exploitable
5103,XSS,Medium,68,Exploitable,Exploitable
5104,Open Redirect,Critical,61,Exploitable,Exploitable
5105,XSS,Critical,36,Discovered,Verified
5106,Open Redirect,Low,66,Exploitable,Fixed
5107,IDOR,Critical,93,Discovered,Discovered
5108,XSS,Medium,79,Exploitable,Fixed
5109,Misconfiguration,Critical,56,Fixed,Fixed
5110,IDOR,Low,83,Exploitable,Fixed
5111,CSRF,High,56,Fixed,Fixed
5112,Path Traversal,High,7,Verified,Exploitable
5113,XSS,Low,89,Discovered,Exploitable
5114,Misconfiguration,High,13,Discovered,Exploitable
5115,SQL Injection,Low,36,Exploitable,Fixed
5116,Open Redirect,Critical,9,Discovered,Verified
5117,SQL Injection,Critical,79,Exploitable,Verified
5118,SQL Injection,Critical,48,Fixed,Fixed
5119,XSS,High,30,Verified,Exploitable
5120,Open Redirect,High,88,Discovered,Verified
5121,IDOR,Low,64,Exploitable,Exploitable
5122,RCE,High,48,Exploitable,Exploitable
5123,XSS,Low,72,Exploitable,Exploitable
5124,Open Redirect,Medium,13,Fixed,Fixed
5125,Path Traversal,High,78,Verified,Exploitable
5126,Path Traversal,High,78,Exploitable,Fixed
5127,SQL Injection,Critical,84,Fixed,Fixed
5128,CSRF,High,100,Fixed,Fixed
5129,Path Traversal,Low,55,Discovered,Verified
5130,CSRF,Medium,88,Exploitable,Fixed
5131,SQL Injection,Medium,41,Fixed,Fixed
5132,XSS,Critical,65,Exploitable,Exploitable
5133,Open Redirect,Critical,86,Discovered,Verified
5134,Open Redirect,High,14,Discovered,Verified
5135,Misconfiguration,Critical,46,Exploitable,Exploitable
5136,SQL Injection,Critical,68,Fixed,Fixed
5137,Misconfiguration,Critical,59,Fixed,Verified
5138,SQL Injection,Critical,57,Fixed,Fixed
5139,CSRF,Medium,42,Discovered,Verified
5140,RCE,Medium,41,Exploitable,Verified
5141,IDOR,Low,18,Verified,Discovered
5142,XSS,Medium,97,Verified,Exploitable
5143,XSS,Medium,5,Discovered,Verified
5144,Open Redirect,High,49,Exploitable,Exploitable
5145,Path Traversal,Low,39,Fixed,Fixed
5146,Misconfiguration,Low,70,Exploitable,Exploitable
5147,CSRF,Low,86,Fixed,Fixed
5148,RCE,Medium,82,Discovered,Verified
5149,Open Redirect,Low,50,Exploitable,Exploitable
5150,Path Traversal,High,56,Exploitable,Fixed
5151,Path Traversal,Critical,57,Fixed,Fixed
5152,Open Redirect,Medium,22,Fixed,Fixed
5153,CSRF,High,99,Fixed,Fixed
5154,SQL Injection,Medium,50,Fixed,Fixed
5155,CSRF,Low,25,Fixed,Fixed
5156,IDOR,Low,49,Fixed,Fixed
5157,Open Redirect,Critical,49,Exploitable,Exploitable
5158,Open Redirect,High,33,Fixed,Fixed
5159,CSRF,High,61,Verified,Exploitable
5160,RCE,Low,61,Exploitable,Exploitable
5161,Misconfiguration,Medium,91,Exploitable,Exploitable
5162,CSRF,High,1,Fixed,Exploitable
5163,Open Redirect,Critical,15,Discovered,Verified
5164,Misconfiguration,Critical,45,Discovered,Verified
5165,CSRF,Low,37,Fixed,Fixed
5166,IDOR,Critical,57,Exploitable,Exploitable
5167,Path Traversal,Medium,35,Verified,Exploitable
5168,Path Traversal,Medium,86,Discovered,Verified
5169,RCE,Critical,53,Verified,Verified
5170,CSRF,Low,23,Discovered,Discovered
5171,RCE,Medium,7,Exploitable,Exploitable
5172,RCE,Low,49,Verified,Exploitable
5173,CSRF,Low,30,Discovered,Verified
5174,IDOR,Critical,36,Discovered,Discovered
5175,RCE,High,65,Discovered,Exploitable
5176,SQL Injection,High,60,Verified,Exploitable
5177,RCE,High,38,Discovered,Verified
5178,Open Redirect,High,85,Fixed,Fixed
5179,SQL Injection,Medium,97,Exploitable,Fixed
5180,IDOR,High,71,Verified,Verified
5181,Misconfiguration,Low,32,Fixed,Fixed
5182,Open Redirect,Critical,45,Discovered,Verified
5183,CSRF,Critical,43,Exploitable,Exploitable
5184,Path Traversal,Critical,44,Verified,Discovered
5185,Open Redirect,Critical,26,Fixed,Fixed
5186,Misconfiguration,Medium,45,Exploitable,Fixed
5187,Misconfiguration,Low,99,Discovered,Verified
5188,Path Traversal,Low,97,Fixed,Exploitable
5189,XSS,Low,14,Discovered,Verified
5190,XSS,Critical,54,Verified,Exploitable
5191,XSS,Critical,17,Discovered,Discovered
5192,RCE,Medium,12,Fixed,Fixed
5193,Open Redirect,Medium,54,Verified,Exploitable
5194,RCE,Critical,43,Verified,Verified
5195,XSS,High,54,Verified,Exploitable
5196,IDOR,Low,1,Discovered,Verified
5197,XSS,High,35,Verified,Fixed
5198,RCE,High,27,Fixed,Fixed
5199,SQL Injection,Low,53,Discovered,Discovered
5200,RCE,Low,64,Exploitable,Exploitable
5201,CSRF,Medium,53,Fixed,Fixed
5202,Open Redirect,Critical,9,Fixed,Fixed
5203,IDOR,High,93,Fixed,Fixed
5204,RCE,Critical,42,Verified,Verified
5205,Misconfiguration,Low,12,Discovered,Discovered
5206,SQL Injection,Critical,95,Discovered,Verified
5207,RCE,High,87,Discovered,Verified
5208,Misconfiguration,Medium,34,Discovered,Verified
5209,CSRF,High,27,Discovered,Verified
5210,Path Traversal,Critical,45,Discovered,Verified
5211,Misconfiguration,High,95,Verified,Fixed
5212,Open Redirect,High,34,Fixed,Fixed
5213,Open Redirect,Critical,73,Exploitable,Exploitable
5214,IDOR,Low,63,Discovered,Verified
5215,Path Traversal,High,58,Fixed,Fixed
5216,Open Redirect,Critical,57,Exploitable,Exploitable
5217,RCE,High,46,Fixed,Fixed
5218,CSRF,Medium,64,Exploitable,Fixed
5219,Path Traversal,Medium,39,Fixed,Fixed
5220,IDOR,High,89,Exploitable,Exploitable
5221,Misconfiguration,High,56,Verified,Exploitable
5222,XSS,Low,52,Fixed,Exploitable
5223,SQL Injection,High,51,Fixed,Fixed
5224,CSRF,High,76,Exploitable,Fixed
5225,Misconfiguration,Critical,70,Fixed,Fixed
5226,Misconfiguration,Medium,22,Verified,Exploitable
5227,Open Redirect,Critical,25,Exploitable,Discovered
5228,Misconfiguration,Low,71,Exploitable,Verified
5229,Misconfiguration,Critical,70,Exploitable,Exploitable
5230,Open Redirect,Critical,92,Exploitable,Fixed
5231,IDOR,Medium,17,Exploitable,Fixed
5232,Open Redirect,Low,55,Fixed,Fixed
5233,SQL Injection,Low,97,Verified,Discovered
5234,IDOR,Medium,27,Discovered,Verified
5235,XSS,Low,45,Verified,Exploitable
5236,SQL Injection,Low,18,Verified,Verified
5237,IDOR,Medium,25,Discovered,Verified
5238,XSS,Medium,39,Exploitable,Exploitable
5239,Misconfiguration,Medium,47,Exploitable,Exploitable
5240,SQL Injection,Low,2,Exploitable,Exploitable
5241,Misconfiguration,Low,3,Discovered,Exploitable
5242,SQL Injection,Critical,95,Discovered,Verified
5243,Path Traversal,Critical,94,Verified,Exploitable
5244,RCE,Medium,67,Exploitable,Exploitable
5245,Misconfiguration,Critical,19,Discovered,Verified
5246,CSRF,Critical,82,Verified,Discovered
5247,RCE,High,38,Discovered,Verified
5248,XSS,Critical,40,Verified,Exploitable
5249,RCE,Low,85,Verified,Fixed
5250,Misconfiguration,Medium,17,Verified,Exploitable
5251,Misconfiguration,Medium,73,Discovered,Discovered
5252,Path Traversal,Critical,54,Discovered,Verified
5253,Misconfiguration,Critical,80,Verified,Fixed
5254,Path Traversal,Low,89,Fixed,Fixed
5255,IDOR,Critical,58,Discovered,Verified
5256,Misconfiguration,Medium,91,Exploitable,Fixed
5257,SQL Injection,Critical,75,Exploitable,Fixed
5258,RCE,High,59,Exploitable,Exploitable
5259,XSS,High,44,Discovered,Verified
5260,RCE,Low,39,Verified,Exploitable
5261,XSS,Medium,95,Verified,Discovered
5262,CSRF,Critical,52,Verified,Exploitable
5263,SQL Injection,Critical,30,Discovered,Verified
5264,RCE,High,71,Verified,Exploitable
5265,CSRF,Critical,3,Exploitable,Verified
5266,Misconfiguration,Low,50,Exploitable,Fixed
5267,Open Redirect,Medium,20,Verified,Verified
5268,IDOR,Medium,53,Discovered,Verified
5269,SQL Injection,Medium,32,Discovered,Discovered
5270,Misconfiguration,Critical,4,Fixed,Discovered
5271,SQL Injection,Medium,93,Exploitable,Exploitable
5272,SQL Injection,Medium,50,Verified,Fixed
5273,RCE,Critical,89,Verified,Exploitable
5274,Misconfiguration,Low,63,Exploitable,Exploitable
5275,Open Redirect,Critical,21,Fixed,Fixed
5276,CSRF,Critical,30,Exploitable,Fixed
5277,IDOR,Critical,13,Fixed,Fixed
5278,XSS,Critical,2,Verified,Exploitable
5279,Path Traversal,Critical,98,Verified,Exploitable
5280,Open Redirect,Medium,71,Fixed,Fixed
5281,RCE,High,34,Discovered,Verified
5282,SQL Injection,Critical,54,Verified,Exploitable
5283,Open Redirect,High,49,Exploitable,Exploitable
5284,SQL Injection,Critical,73,Fixed,Fixed
5285,XSS,Medium,55,Fixed,Fixed
5286,IDOR,High,80,Fixed,Fixed
5287,RCE,Low,87,Fixed,Fixed
5288,Misconfiguration,Medium,31,Exploitable,Fixed
5289,XSS,Low,68,Verified,Exploitable
5290,XSS,Medium,9,Exploitable,Fixed
5291,RCE,Medium,54,Fixed,Fixed
5292,IDOR,High,61,Fixed,Fixed
5293,RCE,High,19,Verified,Exploitable
5294,CSRF,Low,94,Exploitable,Fixed
5295,Misconfiguration,Critical,51,Discovered,Verified
5296,XSS,Critical,27,Verified,Exploitable
5297,IDOR,Low,53,Fixed,Fixed
5298,SQL Injection,High,31,Discovered,Verified
5299,XSS,High,70,Discovered,Verified
5300,CSRF,Medium,90,Verified,Exploitable
5301,IDOR,Low,99,Discovered,Fixed
5302,Misconfiguration,Low,94,Verified,Exploitable
5303,Misconfiguration,Critical,7,Fixed,Fixed
5304,Open Redirect,High,34,Discovered,Verified
5305,IDOR,Medium,12,Discovered,Exploitable
5306,Open Redirect,Medium,69,Exploitable,Exploitable
5307,XSS,Low,46,Exploitable,Exploitable
5308,RCE,High,39,Verified,Exploitable
5309,Path Traversal,Critical,68,Discovered,Exploitable
5310,XSS,High,22,Fixed,Fixed
5311,XSS,High,49,Discovered,Verified
5312,IDOR,Low,71,Exploitable,Exploitable
5313,Misconfiguration,Medium,32,Discovered,Verified
5314,RCE,Low,44,Exploitable,Exploitable
5315,Misconfiguration,Critical,84,Verified,Exploitable
5316,Path Traversal,Medium,0,Exploitable,Exploitable
5317,Open Redirect,Medium,90,Verified,Exploitable
5318,XSS,Critical,87,Fixed,Fixed
5319,IDOR,High,86,Fixed,Fixed
5320,IDOR,Critical,62,Discovered,Verified
5321,SQL Injection,Medium,82,Verified,Exploitable
5322,RCE,Low,25,Exploitable,Exploitable
5323,XSS,High,45,Exploitable,Exploitable
5324,XSS,Critical,9,Exploitable,Exploitable
5325,XSS,High,95,Discovered,Verified
5326,Open Redirect,Medium,64,Verified,Verified
5327,Open Redirect,Critical,78,Verified,Exploitable
5328,SQL Injection,High,99,Fixed,Fixed
5329,Path Traversal,High,8,Fixed,Fixed
5330,SQL Injection,Critical,0,Fixed,Fixed
5331,Misconfiguration,Critical,41,Verified,Exploitable
5332,XSS,Critical,74,Discovered,Verified
5333,Open Redirect,High,23,Verified,Discovered
5334,Open Redirect,Medium,85,Fixed,Fixed
5335,Misconfiguration,Critical,15,Verified,Exploitable
5336,SQL Injection,Medium,13,Fixed,Fixed
5337,Open Redirect,Medium,17,Fixed,Fixed
5338,Path Traversal,Low,56,Verified,Verified
5339,Path Traversal,Critical,62,Exploitable,Fixed
5340,RCE,Low,96,Exploitable,Exploitable
5341,Misconfiguration,Low,97,Verified,Exploitable
5342,RCE,Critical,34,Fixed,Fixed
5343,IDOR,Critical,76,Discovered,Verified
5344,Open Redirect,Low,22,Fixed,Fixed
5345,Path Traversal,Critical,2,Exploitable,Verified
5346,Open Redirect,Critical,11,Discovered,Fixed
5347,RCE,Low,62,Fixed,Fixed
5348,Path Traversal,Low,64,Discovered,Verified
5349,IDOR,Critical,51,Verified,Verified
5350,CSRF,Low,65,Exploitable,Exploitable
5351,IDOR,Critical,61,Discovered,Verified
5352,Open Redirect,High,94,Verified,Exploitable
5353,Open Redirect,Medium,20,Discovered,Verified
5354,RCE,Medium,68,Exploitable,Fixed
5355,XSS,Low,15,Discovered,Verified
5356,RCE,High,23,Exploitable,Exploitable
5357,SQL Injection,Critical,27,Exploitable,Exploitable
5358,Path Traversal,Low,75,Fixed,Fixed
5359,Misconfiguration,Medium,96,Exploitable,Exploitable
5360,Misconfiguration,Medium,21,Discovered,Verified
5361,IDOR,Critical,96,Verified,Verified
5362,XSS,Critical,16,Fixed,Fixed
5363,CSRF,Low,51,Fixed,Exploitable
5364,Misconfiguration,Critical,3,Fixed,Fixed
5365,IDOR,Critical,2,Fixed,Fixed
5366,Open Redirect,Low,51,Fixed,Fixed
5367,CSRF,Critical,57,Exploitable,Exploitable
5368,CSRF,Low,16,Discovered,Verified
5369,SQL Injection,Low,0,Verified,Exploitable
5370,Open Redirect,Critical,69,Exploitable,Exploitable
5371,CSRF,Medium,49,Exploitable,Exploitable
5372,IDOR,Low,56,Verified,Exploitable
5373,RCE,Critical,89,Verified,Discovered
5374,Path Traversal,High,48,Discovered,Verified
5375,Open Redirect,Medium,29,Exploitable,Exploitable
5376,CSRF,Medium,93,Discovered,Verified
5377,IDOR,Low,21,Fixed,Fixed
5378,Path Traversal,Low,35,Fixed,Fixed
5379,Misconfiguration,High,5,Verified,Exploitable
5380,Misconfiguration,High,47,Verified,Verified
5381,CSRF,Low,33,Discovered,Discovered
5382,XSS,High,92,Exploitable,Fixed
5383,Path Traversal,Medium,47,Exploitable,Exploitable
5384,RCE,Critical,38,Fixed,Fixed
5385,CSRF,Critical,61,Exploitable,Fixed
5386,CSRF,Critical,23,Discovered,Verified
5387,RCE,Critical,85,Verified,Exploitable
5388,IDOR,Low,97,Discovered,Verified
5389,RCE,Low,63,Verified,Verified
5390,RCE,High,64,Exploitable,Fixed
5391,Open Redirect,Low,29,Exploitable,Exploitable
5392,XSS,Critical,49,Verified,Exploitable
5393,Path Traversal,Medium,74,Fixed,Fixed
5394,Misconfiguration,Medium,46,Verified,Exploitable
5395,XSS,Medium,46,Verified,Exploitable
5396,XSS,High,72,Verified,Exploitable
5397,SQL Injection,High,83,Verified,Exploitable
5398,Open Redirect,Medium,60,Verified,Exploitable
5399,Misconfiguration,Critical,82,Fixed,Verified
5400,IDOR,Low,14,Discovered,Verified
5401,SQL Injection,Low,42,Discovered,Verified
5402,Misconfiguration,Critical,24,Verified,Exploitable
5403,RCE,High,97,Verified,Exploitable
5404,Path Traversal,Critical,0,Verified,Exploitable
5405,CSRF,Medium,3,Fixed,Fixed
5406,RCE,Low,54,Exploitable,Exploitable
5407,SQL Injection,Medium,84,Fixed,Fixed
5408,Path Traversal,Low,33,Verified,Exploitable
5409,Misconfiguration,Low,15,Exploitable,Exploitable
5410,Open Redirect,Medium,72,Exploitable,Exploitable
5411,SQL Injection,High,63,Exploitable,Fixed
5412,Path Traversal,High,12,Fixed,Fixed
5413,CSRF,Medium,91,Discovered,Verified
5414,XSS,Medium,30,Discovered,Verified
5415,CSRF,High,84,Verified,Exploitable
5416,XSS,Low,35,Fixed,Fixed
5417,SQL Injection,Low,67,Verified,Exploitable
5418,Path Traversal,Critical,55,Discovered,Verified
5419,RCE,High,20,Exploitable,Exploitable
5420,Open Redirect,Critical,84,Verified,Exploitable
5421,CSRF,Medium,81,Discovered,Verified
5422,IDOR,High,42,Discovered,Verified
5423,IDOR,High,66,Verified,Fixed
5424,Path Traversal,Critical,95,Discovered,Verified
5425,CSRF,Medium,49,Fixed,Fixed
5426,RCE,Medium,26,Verified,Discovered
5427,Path Traversal,Low,84,Verified,Exploitable
5428,SQL Injection,Medium,99,Fixed,Fixed
5429,Misconfiguration,High,12,Fixed,Fixed
5430,IDOR,Low,82,Discovered,Discovered
5431,Open Redirect,High,42,Discovered,Verified
5432,RCE,Medium,70,Discovered,Discovered
5433,Path Traversal,Medium,2,Verified,Exploitable
5434,XSS,Medium,96,Exploitable,Exploitable
5435,RCE,Low,37,Discovered,Verified
5436,Path Traversal,Medium,61,Verified,Exploitable
5437,RCE,High,93,Discovered,Verified
5438,CSRF,High,86,Verified,Fixed
5439,XSS,High,27,Discovered,Exploitable
5440,CSRF,Medium,61,Fixed,Fixed
5441,CSRF,Low,28,Discovered,Exploitable
5442,Open Redirect,Critical,49,Discovered,Verified
5443,IDOR,High,45,Verified,Fixed
5444,XSS,Low,100,Fixed,Fixed
5445,RCE,Medium,60,Exploitable,Discovered
5446,Misconfiguration,Critical,45,Exploitable,Verified
5447,RCE,High,99,Verified,Fixed
5448,XSS,Low,14,Verified,Fixed
5449,Path Traversal,Critical,86,Discovered,Verified
5450,IDOR,Low,65,Exploitable,Fixed
5451,CSRF,High,30,Verified,Exploitable
5452,IDOR,Medium,59,Fixed,Fixed
5453,Path Traversal,High,48,Fixed,Fixed
5454,Open Redirect,Low,86,Fixed,Fixed
5455,IDOR,High,95,Discovered,Verified
